name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Acinetobacter sp. TTH0-4	1646498	species	2962453	1	0	0.0
Caldimicrobium thiodismutans	1653476	species	1814952	1	1	0.0
Bacillus glycinifermentans	1664069	species	4607442	1	1	0.0
Staphylococcus phage vB_SauS_phi2	1674930	species	44222	155	2	6.24151e-16
Akkermansia glycaniphila	1679444	species	3074078	2	0	0.0
Paenibacillus sp. 32O-W	1695218	species	5375858	1	0	0.0
Staphylococcus phage phiJB	1698421	species	43012	2	0	6.41053e-11
Capnocytophaga sp. oral taxon 323	1705617	species	2614527	1	0	0.0
Turicibacter sp. H121	1712675	species	2622031	18	1	0.0
Staphylococcus sp. AntiMn-1	1715860	species	2738396	326	4	2.50352e-48
Desulfovibrio sp. J2	1716143	species	3966573	1	0	0.0
Methylomonas sp. DH-1	1727196	species	5127407	2	0	0.0
Staphylococcus phage SPbeta-like	1732063	species	127726	708	0	1.26166e-13
Staphylococcus phage StB20-like	1732064	species	40670	7	0	0.0
Fischerella sp. NIES-3754	1752063	species	5826863	1	0	0.0
Bacillus sp. SDLI1	1774743	species	4134042	1	0	0.0
Candidatus Mikella endobia	1778264	species	352837	1	0	0.0
Gemella sp. oral taxon 928	1785995	species	1769679	3	3	0.0
Leptotrichia sp. oral taxon 847	1785996	species	2194935	1	1	0.0
Wenyingzhuangia fucanilytica	1790137	species	3427057	1	0	0.0
Shigella sp. PAMC 28760	1813821	species	4558287	2	0	0.0
Colwellia sp. PAMC 20917	1816218	species	4683314	1	1	0.0
Lachnoclostridium sp. YL32	1834196	species	7225343	3	3	0.0
Erysipelotrichaceae bacterium I46	1834207	species	4468295	11	10	0.0
Bacillus sp. FJAT-14266	1837130	species	4109356	1	0	0.0
Veillonellales	1843489	order	0	1	0	0.0
Exiguobacterium sp. U13-1	1849031	species	3208634	1	0	0.0
Clostridioides	1870884	genus	0	6	0	0.0
Anaerolineaceae bacterium oral taxon 439	1889813	species	2945494	2	0	0.0
Bacillus sp. ABP14	1892404	species	5152566	2	2	0.0
